,calendarDate,isOpen,date
774,1993/1/31,0,1993-01-31
775,1993/2/1,1,1993-02-01
776,1993/2/2,1,1993-02-02
777,1993/2/3,1,1993-02-03
778,1993/2/4,1,1993-02-04
779,1993/2/5,1,1993-02-05
780,1993/2/6,0,1993-02-06
781,1993/2/7,0,1993-02-07
782,1993/2/8,1,1993-02-08
783,1993/2/9,1,1993-02-09
784,1993/2/10,1,1993-02-10
785,1993/2/11,1,1993-02-11
786,1993/2/12,1,1993-02-12
787,1993/2/13,0,1993-02-13
788,1993/2/14,0,1993-02-14
789,1993/2/15,1,1993-02-15
790,1993/2/16,1,1993-02-16
791,1993/2/17,1,1993-02-17
792,1993/2/18,1,1993-02-18
793,1993/2/19,1,1993-02-19
794,1993/2/20,0,1993-02-20
795,1993/2/21,0,1993-02-21
796,1993/2/22,1,1993-02-22
797,1993/2/23,1,1993-02-23
798,1993/2/24,1,1993-02-24
799,1993/2/25,1,1993-02-25
800,1993/2/26,1,1993-02-26
801,1993/2/27,0,1993-02-27
802,1993/2/28,0,1993-02-28
803,1993/3/1,1,1993-03-01
804,1993/3/2,1,1993-03-02
805,1993/3/3,1,1993-03-03
806,1993/3/4,1,1993-03-04
807,1993/3/5,1,1993-03-05
808,1993/3/6,0,1993-03-06
809,1993/3/7,0,1993-03-07
810,1993/3/8,1,1993-03-08
811,1993/3/9,1,1993-03-09
812,1993/3/10,1,1993-03-10
813,1993/3/11,1,1993-03-11
814,1993/3/12,1,1993-03-12
815,1993/3/13,0,1993-03-13
816,1993/3/14,0,1993-03-14
817,1993/3/15,1,1993-03-15
818,1993/3/16,1,1993-03-16
819,1993/3/17,1,1993-03-17
820,1993/3/18,1,1993-03-18
821,1993/3/19,1,1993-03-19
822,1993/3/20,0,1993-03-20
823,1993/3/21,0,1993-03-21
824,1993/3/22,1,1993-03-22
825,1993/3/23,1,1993-03-23
826,1993/3/24,1,1993-03-24
827,1993/3/25,1,1993-03-25
828,1993/3/26,1,1993-03-26
829,1993/3/27,0,1993-03-27
830,1993/3/28,0,1993-03-28
831,1993/3/29,1,1993-03-29
832,1993/3/30,1,1993-03-30
833,1993/3/31,1,1993-03-31
834,1993/4/1,1,1993-04-01
835,1993/4/2,1,1993-04-02
836,1993/4/3,0,1993-04-03
837,1993/4/4,0,1993-04-04
838,1993/4/5,1,1993-04-05
839,1993/4/6,1,1993-04-06
840,1993/4/7,1,1993-04-07
841,1993/4/8,1,1993-04-08
842,1993/4/9,1,1993-04-09
843,1993/4/10,0,1993-04-10
844,1993/4/11,0,1993-04-11
845,1993/4/12,1,1993-04-12
846,1993/4/13,1,1993-04-13
847,1993/4/14,1,1993-04-14
848,1993/4/15,1,1993-04-15
849,1993/4/16,1,1993-04-16
850,1993/4/17,0,1993-04-17
851,1993/4/18,0,1993-04-18
852,1993/4/19,1,1993-04-19
853,1993/4/20,1,1993-04-20
854,1993/4/21,1,1993-04-21
855,1993/4/22,1,1993-04-22
856,1993/4/23,1,1993-04-23
857,1993/4/24,0,1993-04-24
858,1993/4/25,0,1993-04-25
859,1993/4/26,1,1993-04-26
860,1993/4/27,1,1993-04-27
861,1993/4/28,1,1993-04-28
862,1993/4/29,1,1993-04-29
863,1993/4/30,1,1993-04-30
864,1993/5/1,0,1993-05-01
865,1993/5/2,0,1993-05-02
866,1993/5/3,1,1993-05-03
867,1993/5/4,1,1993-05-04
868,1993/5/5,1,1993-05-05
869,1993/5/6,1,1993-05-06
870,1993/5/7,1,1993-05-07
871,1993/5/8,0,1993-05-08
872,1993/5/9,0,1993-05-09
873,1993/5/10,1,1993-05-10
874,1993/5/11,1,1993-05-11
875,1993/5/12,1,1993-05-12
876,1993/5/13,1,1993-05-13
877,1993/5/14,1,1993-05-14
878,1993/5/15,0,1993-05-15
879,1993/5/16,0,1993-05-16
880,1993/5/17,1,1993-05-17
881,1993/5/18,1,1993-05-18
882,1993/5/19,1,1993-05-19
883,1993/5/20,1,1993-05-20
884,1993/5/21,1,1993-05-21
885,1993/5/22,0,1993-05-22
886,1993/5/23,0,1993-05-23
887,1993/5/24,1,1993-05-24
888,1993/5/25,1,1993-05-25
889,1993/5/26,1,1993-05-26
890,1993/5/27,1,1993-05-27
891,1993/5/28,1,1993-05-28
892,1993/5/29,0,1993-05-29
893,1993/5/30,0,1993-05-30
894,1993/5/31,1,1993-05-31
895,1993/6/1,1,1993-06-01
896,1993/6/2,1,1993-06-02
897,1993/6/3,1,1993-06-03
898,1993/6/4,1,1993-06-04
899,1993/6/5,0,1993-06-05
900,1993/6/6,0,1993-06-06
901,1993/6/7,1,1993-06-07
902,1993/6/8,1,1993-06-08
903,1993/6/9,1,1993-06-09
904,1993/6/10,1,1993-06-10
905,1993/6/11,1,1993-06-11
906,1993/6/12,0,1993-06-12
907,1993/6/13,0,1993-06-13
908,1993/6/14,1,1993-06-14
909,1993/6/15,1,1993-06-15
910,1993/6/16,1,1993-06-16
911,1993/6/17,1,1993-06-17
912,1993/6/18,1,1993-06-18
913,1993/6/19,0,1993-06-19
914,1993/6/20,0,1993-06-20
915,1993/6/21,1,1993-06-21
916,1993/6/22,1,1993-06-22
917,1993/6/23,1,1993-06-23
918,1993/6/24,1,1993-06-24
919,1993/6/25,1,1993-06-25
920,1993/6/26,0,1993-06-26
921,1993/6/27,0,1993-06-27
922,1993/6/28,1,1993-06-28
923,1993/6/29,1,1993-06-29
924,1993/6/30,1,1993-06-30
925,1993/7/1,1,1993-07-01
926,1993/7/2,1,1993-07-02
927,1993/7/3,0,1993-07-03
928,1993/7/4,0,1993-07-04
929,1993/7/5,1,1993-07-05
930,1993/7/6,1,1993-07-06
931,1993/7/7,1,1993-07-07
932,1993/7/8,1,1993-07-08
933,1993/7/9,1,1993-07-09
934,1993/7/10,0,1993-07-10
935,1993/7/11,0,1993-07-11
936,1993/7/12,1,1993-07-12
937,1993/7/13,1,1993-07-13
938,1993/7/14,1,1993-07-14
939,1993/7/15,1,1993-07-15
940,1993/7/16,1,1993-07-16
941,1993/7/17,0,1993-07-17
942,1993/7/18,0,1993-07-18
943,1993/7/19,1,1993-07-19
944,1993/7/20,1,1993-07-20
945,1993/7/21,1,1993-07-21
946,1993/7/22,1,1993-07-22
947,1993/7/23,1,1993-07-23
948,1993/7/24,0,1993-07-24
949,1993/7/25,0,1993-07-25
950,1993/7/26,1,1993-07-26
951,1993/7/27,1,1993-07-27
952,1993/7/28,1,1993-07-28
953,1993/7/29,1,1993-07-29
954,1993/7/30,1,1993-07-30
955,1993/7/31,0,1993-07-31
956,1993/8/1,0,1993-08-01
957,1993/8/2,1,1993-08-02
958,1993/8/3,1,1993-08-03
959,1993/8/4,1,1993-08-04
960,1993/8/5,1,1993-08-05
961,1993/8/6,1,1993-08-06
962,1993/8/7,0,1993-08-07
963,1993/8/8,0,1993-08-08
964,1993/8/9,1,1993-08-09
965,1993/8/10,1,1993-08-10
966,1993/8/11,1,1993-08-11
967,1993/8/12,1,1993-08-12
968,1993/8/13,1,1993-08-13
969,1993/8/14,0,1993-08-14
970,1993/8/15,0,1993-08-15
971,1993/8/16,1,1993-08-16
972,1993/8/17,1,1993-08-17
973,1993/8/18,1,1993-08-18
974,1993/8/19,1,1993-08-19
975,1993/8/20,1,1993-08-20
976,1993/8/21,0,1993-08-21
977,1993/8/22,0,1993-08-22
978,1993/8/23,1,1993-08-23
979,1993/8/24,1,1993-08-24
980,1993/8/25,1,1993-08-25
981,1993/8/26,1,1993-08-26
982,1993/8/27,1,1993-08-27
983,1993/8/28,0,1993-08-28
984,1993/8/29,0,1993-08-29
985,1993/8/30,1,1993-08-30
986,1993/8/31,1,1993-08-31
987,1993/9/1,1,1993-09-01
988,1993/9/2,1,1993-09-02
989,1993/9/3,1,1993-09-03
990,1993/9/4,0,1993-09-04
991,1993/9/5,0,1993-09-05
992,1993/9/6,1,1993-09-06
993,1993/9/7,1,1993-09-07
994,1993/9/8,1,1993-09-08
995,1993/9/9,1,1993-09-09
996,1993/9/10,1,1993-09-10
997,1993/9/11,0,1993-09-11
998,1993/9/12,0,1993-09-12
999,1993/9/13,1,1993-09-13
1000,1993/9/14,1,1993-09-14
1001,1993/9/15,1,1993-09-15
1002,1993/9/16,1,1993-09-16
1003,1993/9/17,1,1993-09-17
1004,1993/9/18,0,1993-09-18
1005,1993/9/19,0,1993-09-19
1006,1993/9/20,1,1993-09-20
1007,1993/9/21,1,1993-09-21
1008,1993/9/22,1,1993-09-22
1009,1993/9/23,1,1993-09-23
1010,1993/9/24,1,1993-09-24
1011,1993/9/25,0,1993-09-25
1012,1993/9/26,0,1993-09-26
1013,1993/9/27,1,1993-09-27
1014,1993/9/28,1,1993-09-28
1015,1993/9/29,1,1993-09-29
1016,1993/9/30,1,1993-09-30
1017,1993/10/1,0,1993-10-01
1018,1993/10/2,0,1993-10-02
1019,1993/10/3,0,1993-10-03
1020,1993/10/4,1,1993-10-04
1021,1993/10/5,1,1993-10-05
1022,1993/10/6,1,1993-10-06
1023,1993/10/7,1,1993-10-07
1024,1993/10/8,1,1993-10-08
1025,1993/10/9,0,1993-10-09
1026,1993/10/10,0,1993-10-10
1027,1993/10/11,1,1993-10-11
1028,1993/10/12,1,1993-10-12
1029,1993/10/13,1,1993-10-13
1030,1993/10/14,1,1993-10-14
1031,1993/10/15,1,1993-10-15
1032,1993/10/16,0,1993-10-16
1033,1993/10/17,0,1993-10-17
1034,1993/10/18,1,1993-10-18
1035,1993/10/19,1,1993-10-19
1036,1993/10/20,1,1993-10-20
1037,1993/10/21,1,1993-10-21
1038,1993/10/22,1,1993-10-22
1039,1993/10/23,0,1993-10-23
1040,1993/10/24,0,1993-10-24
1041,1993/10/25,1,1993-10-25
1042,1993/10/26,1,1993-10-26
1043,1993/10/27,1,1993-10-27
1044,1993/10/28,1,1993-10-28
1045,1993/10/29,1,1993-10-29
1046,1993/10/30,0,1993-10-30
1047,1993/10/31,0,1993-10-31
1048,1993/11/1,1,1993-11-01
1049,1993/11/2,1,1993-11-02
1050,1993/11/3,1,1993-11-03
1051,1993/11/4,1,1993-11-04
1052,1993/11/5,1,1993-11-05
1053,1993/11/6,0,1993-11-06
1054,1993/11/7,0,1993-11-07
1055,1993/11/8,1,1993-11-08
1056,1993/11/9,1,1993-11-09
1057,1993/11/10,1,1993-11-10
1058,1993/11/11,1,1993-11-11
1059,1993/11/12,1,1993-11-12
1060,1993/11/13,0,1993-11-13
1061,1993/11/14,0,1993-11-14
1062,1993/11/15,1,1993-11-15
1063,1993/11/16,1,1993-11-16
1064,1993/11/17,1,1993-11-17
1065,1993/11/18,1,1993-11-18
1066,1993/11/19,1,1993-11-19
1067,1993/11/20,0,1993-11-20
1068,1993/11/21,0,1993-11-21
1069,1993/11/22,1,1993-11-22
1070,1993/11/23,1,1993-11-23
1071,1993/11/24,1,1993-11-24
1072,1993/11/25,1,1993-11-25
1073,1993/11/26,1,1993-11-26
1074,1993/11/27,0,1993-11-27
1075,1993/11/28,0,1993-11-28
1076,1993/11/29,1,1993-11-29
1077,1993/11/30,1,1993-11-30
1078,1993/12/1,1,1993-12-01
1079,1993/12/2,1,1993-12-02
1080,1993/12/3,1,1993-12-03
1081,1993/12/4,0,1993-12-04
1082,1993/12/5,0,1993-12-05
1083,1993/12/6,1,1993-12-06
1084,1993/12/7,1,1993-12-07
1085,1993/12/8,1,1993-12-08
1086,1993/12/9,1,1993-12-09
1087,1993/12/10,1,1993-12-10
1088,1993/12/11,0,1993-12-11
1089,1993/12/12,0,1993-12-12
1090,1993/12/13,1,1993-12-13
1091,1993/12/14,1,1993-12-14
1092,1993/12/15,1,1993-12-15
1093,1993/12/16,1,1993-12-16
1094,1993/12/17,1,1993-12-17
1095,1993/12/18,0,1993-12-18
1096,1993/12/19,0,1993-12-19
1097,1993/12/20,1,1993-12-20
1098,1993/12/21,1,1993-12-21
1099,1993/12/22,1,1993-12-22
1100,1993/12/23,1,1993-12-23
1101,1993/12/24,1,1993-12-24
1102,1993/12/25,0,1993-12-25
1103,1993/12/26,0,1993-12-26
1104,1993/12/27,1,1993-12-27
1105,1993/12/28,1,1993-12-28
1106,1993/12/29,1,1993-12-29
1107,1993/12/30,1,1993-12-30
1108,1993/12/31,1,1993-12-31
1109,1994/1/1,0,1994-01-01
1110,1994/1/2,0,1994-01-02
1111,1994/1/3,1,1994-01-03
1112,1994/1/4,1,1994-01-04
1113,1994/1/5,1,1994-01-05
1114,1994/1/6,1,1994-01-06
1115,1994/1/7,1,1994-01-07
1116,1994/1/8,0,1994-01-08
1117,1994/1/9,0,1994-01-09
1118,1994/1/10,1,1994-01-10
1119,1994/1/11,1,1994-01-11
1120,1994/1/12,1,1994-01-12
1121,1994/1/13,1,1994-01-13
1122,1994/1/14,1,1994-01-14
1123,1994/1/15,0,1994-01-15
1124,1994/1/16,0,1994-01-16
1125,1994/1/17,1,1994-01-17
1126,1994/1/18,1,1994-01-18
1127,1994/1/19,1,1994-01-19
1128,1994/1/20,1,1994-01-20
1129,1994/1/21,1,1994-01-21
1130,1994/1/22,0,1994-01-22
1131,1994/1/23,0,1994-01-23
1132,1994/1/24,1,1994-01-24
1133,1994/1/25,1,1994-01-25
1134,1994/1/26,1,1994-01-26
1135,1994/1/27,1,1994-01-27
1136,1994/1/28,1,1994-01-28
1137,1994/1/29,0,1994-01-29
1138,1994/1/30,0,1994-01-30
1139,1994/1/31,1,1994-01-31
1140,1994/2/1,1,1994-02-01
1141,1994/2/2,1,1994-02-02
1142,1994/2/3,1,1994-02-03
1143,1994/2/4,1,1994-02-04
1144,1994/2/5,0,1994-02-05
1145,1994/2/6,0,1994-02-06
1146,1994/2/7,0,1994-02-07
1147,1994/2/8,0,1994-02-08
1148,1994/2/9,0,1994-02-09
1149,1994/2/10,0,1994-02-10
1150,1994/2/11,0,1994-02-11
1151,1994/2/12,0,1994-02-12
1152,1994/2/13,0,1994-02-13
1153,1994/2/14,1,1994-02-14
1154,1994/2/15,1,1994-02-15
1155,1994/2/16,1,1994-02-16
1156,1994/2/17,1,1994-02-17
1157,1994/2/18,1,1994-02-18
1158,1994/2/19,0,1994-02-19
1159,1994/2/20,0,1994-02-20
1160,1994/2/21,1,1994-02-21
1161,1994/2/22,1,1994-02-22
1162,1994/2/23,1,1994-02-23
1163,1994/2/24,1,1994-02-24
1164,1994/2/25,1,1994-02-25
1165,1994/2/26,0,1994-02-26
1166,1994/2/27,0,1994-02-27
1167,1994/2/28,1,1994-02-28
1168,1994/3/1,1,1994-03-01
1169,1994/3/2,1,1994-03-02
1170,1994/3/3,1,1994-03-03
1171,1994/3/4,1,1994-03-04
1172,1994/3/5,0,1994-03-05
1173,1994/3/6,0,1994-03-06
1174,1994/3/7,1,1994-03-07
1175,1994/3/8,1,1994-03-08
1176,1994/3/9,1,1994-03-09
1177,1994/3/10,1,1994-03-10
1178,1994/3/11,1,1994-03-11
1179,1994/3/12,0,1994-03-12
1180,1994/3/13,0,1994-03-13
1181,1994/3/14,1,1994-03-14
1182,1994/3/15,1,1994-03-15
1183,1994/3/16,1,1994-03-16
1184,1994/3/17,1,1994-03-17
1185,1994/3/18,1,1994-03-18
1186,1994/3/19,0,1994-03-19
1187,1994/3/20,0,1994-03-20
1188,1994/3/21,1,1994-03-21
1189,1994/3/22,1,1994-03-22
1190,1994/3/23,1,1994-03-23
1191,1994/3/24,1,1994-03-24
1192,1994/3/25,1,1994-03-25
1193,1994/3/26,0,1994-03-26
1194,1994/3/27,0,1994-03-27
1195,1994/3/28,1,1994-03-28
1196,1994/3/29,1,1994-03-29
1197,1994/3/30,1,1994-03-30
1198,1994/3/31,1,1994-03-31
1199,1994/4/1,1,1994-04-01
1200,1994/4/2,0,1994-04-02
1201,1994/4/3,0,1994-04-03
1202,1994/4/4,1,1994-04-04
1203,1994/4/5,1,1994-04-05
1204,1994/4/6,1,1994-04-06
1205,1994/4/7,1,1994-04-07
1206,1994/4/8,1,1994-04-08
1207,1994/4/9,0,1994-04-09
1208,1994/4/10,0,1994-04-10
1209,1994/4/11,1,1994-04-11
1210,1994/4/12,1,1994-04-12
1211,1994/4/13,1,1994-04-13
1212,1994/4/14,1,1994-04-14
1213,1994/4/15,1,1994-04-15
1214,1994/4/16,0,1994-04-16
1215,1994/4/17,0,1994-04-17
1216,1994/4/18,1,1994-04-18
1217,1994/4/19,1,1994-04-19
1218,1994/4/20,1,1994-04-20
1219,1994/4/21,1,1994-04-21
1220,1994/4/22,1,1994-04-22
1221,1994/4/23,0,1994-04-23
1222,1994/4/24,0,1994-04-24
1223,1994/4/25,1,1994-04-25
1224,1994/4/26,1,1994-04-26
1225,1994/4/27,1,1994-04-27
1226,1994/4/28,1,1994-04-28
1227,1994/4/29,1,1994-04-29
1228,1994/4/30,0,1994-04-30
1229,1994/5/1,0,1994-05-01
1230,1994/5/2,0,1994-05-02
1231,1994/5/3,1,1994-05-03
1232,1994/5/4,1,1994-05-04
1233,1994/5/5,1,1994-05-05
1234,1994/5/6,1,1994-05-06
1235,1994/5/7,0,1994-05-07
1236,1994/5/8,0,1994-05-08
1237,1994/5/9,1,1994-05-09
1238,1994/5/10,1,1994-05-10
1239,1994/5/11,1,1994-05-11
1240,1994/5/12,1,1994-05-12
1241,1994/5/13,1,1994-05-13
1242,1994/5/14,0,1994-05-14
1243,1994/5/15,0,1994-05-15
1244,1994/5/16,1,1994-05-16
1245,1994/5/17,1,1994-05-17
1246,1994/5/18,1,1994-05-18
1247,1994/5/19,1,1994-05-19
1248,1994/5/20,1,1994-05-20
1249,1994/5/21,0,1994-05-21
1250,1994/5/22,0,1994-05-22
1251,1994/5/23,1,1994-05-23
1252,1994/5/24,1,1994-05-24
1253,1994/5/25,1,1994-05-25
1254,1994/5/26,1,1994-05-26
1255,1994/5/27,1,1994-05-27
1256,1994/5/28,0,1994-05-28
1257,1994/5/29,0,1994-05-29
1258,1994/5/30,1,1994-05-30
1259,1994/5/31,1,1994-05-31
1260,1994/6/1,1,1994-06-01
1261,1994/6/2,1,1994-06-02
1262,1994/6/3,1,1994-06-03
1263,1994/6/4,0,1994-06-04
1264,1994/6/5,0,1994-06-05
1265,1994/6/6,1,1994-06-06
1266,1994/6/7,1,1994-06-07
1267,1994/6/8,1,1994-06-08
1268,1994/6/9,1,1994-06-09
1269,1994/6/10,1,1994-06-10
1270,1994/6/11,0,1994-06-11
1271,1994/6/12,0,1994-06-12
1272,1994/6/13,1,1994-06-13
1273,1994/6/14,1,1994-06-14
1274,1994/6/15,1,1994-06-15
1275,1994/6/16,1,1994-06-16
1276,1994/6/17,1,1994-06-17
1277,1994/6/18,0,1994-06-18
1278,1994/6/19,0,1994-06-19
1279,1994/6/20,1,1994-06-20
1280,1994/6/21,1,1994-06-21
1281,1994/6/22,1,1994-06-22
1282,1994/6/23,1,1994-06-23
1283,1994/6/24,1,1994-06-24
1284,1994/6/25,0,1994-06-25
1285,1994/6/26,0,1994-06-26
1286,1994/6/27,1,1994-06-27
1287,1994/6/28,1,1994-06-28
1288,1994/6/29,1,1994-06-29
1289,1994/6/30,1,1994-06-30
1290,1994/7/1,1,1994-07-01
1291,1994/7/2,0,1994-07-02
1292,1994/7/3,0,1994-07-03
1293,1994/7/4,1,1994-07-04
1294,1994/7/5,1,1994-07-05
1295,1994/7/6,1,1994-07-06
1296,1994/7/7,1,1994-07-07
1297,1994/7/8,1,1994-07-08
1298,1994/7/9,0,1994-07-09
1299,1994/7/10,0,1994-07-10
1300,1994/7/11,1,1994-07-11
1301,1994/7/12,1,1994-07-12
1302,1994/7/13,1,1994-07-13
1303,1994/7/14,1,1994-07-14
1304,1994/7/15,1,1994-07-15
1305,1994/7/16,0,1994-07-16
1306,1994/7/17,0,1994-07-17
1307,1994/7/18,1,1994-07-18
1308,1994/7/19,1,1994-07-19
1309,1994/7/20,1,1994-07-20
1310,1994/7/21,1,1994-07-21
1311,1994/7/22,1,1994-07-22
1312,1994/7/23,0,1994-07-23
1313,1994/7/24,0,1994-07-24
1314,1994/7/25,1,1994-07-25
1315,1994/7/26,1,1994-07-26
1316,1994/7/27,1,1994-07-27
1317,1994/7/28,1,1994-07-28
1318,1994/7/29,1,1994-07-29
1319,1994/7/30,0,1994-07-30
1320,1994/7/31,0,1994-07-31
1321,1994/8/1,1,1994-08-01
1322,1994/8/2,1,1994-08-02
1323,1994/8/3,1,1994-08-03
1324,1994/8/4,1,1994-08-04
1325,1994/8/5,1,1994-08-05
1326,1994/8/6,0,1994-08-06
1327,1994/8/7,0,1994-08-07
1328,1994/8/8,1,1994-08-08
1329,1994/8/9,1,1994-08-09
1330,1994/8/10,1,1994-08-10
1331,1994/8/11,1,1994-08-11
1332,1994/8/12,1,1994-08-12
1333,1994/8/13,0,1994-08-13
1334,1994/8/14,0,1994-08-14
1335,1994/8/15,1,1994-08-15
1336,1994/8/16,1,1994-08-16
1337,1994/8/17,1,1994-08-17
1338,1994/8/18,1,1994-08-18
1339,1994/8/19,1,1994-08-19
1340,1994/8/20,0,1994-08-20
1341,1994/8/21,0,1994-08-21
1342,1994/8/22,1,1994-08-22
1343,1994/8/23,1,1994-08-23
1344,1994/8/24,1,1994-08-24
1345,1994/8/25,1,1994-08-25
1346,1994/8/26,1,1994-08-26
1347,1994/8/27,0,1994-08-27
1348,1994/8/28,0,1994-08-28
1349,1994/8/29,1,1994-08-29
1350,1994/8/30,1,1994-08-30
1351,1994/8/31,1,1994-08-31
1352,1994/9/1,1,1994-09-01
1353,1994/9/2,1,1994-09-02
1354,1994/9/3,0,1994-09-03
1355,1994/9/4,0,1994-09-04
1356,1994/9/5,1,1994-09-05
1357,1994/9/6,1,1994-09-06
1358,1994/9/7,1,1994-09-07
1359,1994/9/8,1,1994-09-08
1360,1994/9/9,1,1994-09-09
1361,1994/9/10,0,1994-09-10
1362,1994/9/11,0,1994-09-11
1363,1994/9/12,1,1994-09-12
1364,1994/9/13,1,1994-09-13
1365,1994/9/14,1,1994-09-14
1366,1994/9/15,1,1994-09-15
1367,1994/9/16,1,1994-09-16
1368,1994/9/17,0,1994-09-17
1369,1994/9/18,0,1994-09-18
1370,1994/9/19,1,1994-09-19
1371,1994/9/20,1,1994-09-20
1372,1994/9/21,1,1994-09-21
1373,1994/9/22,1,1994-09-22
1374,1994/9/23,1,1994-09-23
1375,1994/9/24,0,1994-09-24
1376,1994/9/25,0,1994-09-25
1377,1994/9/26,1,1994-09-26
1378,1994/9/27,1,1994-09-27
1379,1994/9/28,1,1994-09-28
1380,1994/9/29,1,1994-09-29
1381,1994/9/30,1,1994-09-30
1382,1994/10/1,0,1994-10-01
1383,1994/10/2,0,1994-10-02
1384,1994/10/3,0,1994-10-03
1385,1994/10/4,0,1994-10-04
1386,1994/10/5,1,1994-10-05
1387,1994/10/6,1,1994-10-06
1388,1994/10/7,1,1994-10-07
1389,1994/10/8,0,1994-10-08
1390,1994/10/9,0,1994-10-09
1391,1994/10/10,1,1994-10-10
1392,1994/10/11,1,1994-10-11
1393,1994/10/12,1,1994-10-12
1394,1994/10/13,1,1994-10-13
1395,1994/10/14,1,1994-10-14
1396,1994/10/15,0,1994-10-15
1397,1994/10/16,0,1994-10-16
1398,1994/10/17,1,1994-10-17
1399,1994/10/18,1,1994-10-18
1400,1994/10/19,1,1994-10-19
1401,1994/10/20,1,1994-10-20
1402,1994/10/21,1,1994-10-21
1403,1994/10/22,0,1994-10-22
1404,1994/10/23,0,1994-10-23
1405,1994/10/24,1,1994-10-24
1406,1994/10/25,1,1994-10-25
1407,1994/10/26,1,1994-10-26
1408,1994/10/27,1,1994-10-27
1409,1994/10/28,1,1994-10-28
1410,1994/10/29,0,1994-10-29
1411,1994/10/30,0,1994-10-30
1412,1994/10/31,1,1994-10-31
1413,1994/11/1,1,1994-11-01
1414,1994/11/2,1,1994-11-02
1415,1994/11/3,1,1994-11-03
1416,1994/11/4,1,1994-11-04
1417,1994/11/5,0,1994-11-05
1418,1994/11/6,0,1994-11-06
1419,1994/11/7,1,1994-11-07
1420,1994/11/8,1,1994-11-08
1421,1994/11/9,1,1994-11-09
1422,1994/11/10,1,1994-11-10
1423,1994/11/11,1,1994-11-11
1424,1994/11/12,0,1994-11-12
1425,1994/11/13,0,1994-11-13
1426,1994/11/14,1,1994-11-14
1427,1994/11/15,1,1994-11-15
1428,1994/11/16,1,1994-11-16
1429,1994/11/17,1,1994-11-17
1430,1994/11/18,1,1994-11-18
1431,1994/11/19,0,1994-11-19
1432,1994/11/20,0,1994-11-20
1433,1994/11/21,1,1994-11-21
1434,1994/11/22,1,1994-11-22
1435,1994/11/23,1,1994-11-23
1436,1994/11/24,1,1994-11-24
1437,1994/11/25,1,1994-11-25
1438,1994/11/26,0,1994-11-26
1439,1994/11/27,0,1994-11-27
1440,1994/11/28,1,1994-11-28
1441,1994/11/29,1,1994-11-29
1442,1994/11/30,1,1994-11-30
1443,1994/12/1,1,1994-12-01
1444,1994/12/2,1,1994-12-02
1445,1994/12/3,0,1994-12-03
1446,1994/12/4,0,1994-12-04
1447,1994/12/5,1,1994-12-05
1448,1994/12/6,1,1994-12-06
1449,1994/12/7,1,1994-12-07
1450,1994/12/8,1,1994-12-08
1451,1994/12/9,1,1994-12-09
1452,1994/12/10,0,1994-12-10
1453,1994/12/11,0,1994-12-11
1454,1994/12/12,1,1994-12-12
1455,1994/12/13,1,1994-12-13
1456,1994/12/14,1,1994-12-14
1457,1994/12/15,1,1994-12-15
1458,1994/12/16,1,1994-12-16
1459,1994/12/17,0,1994-12-17
1460,1994/12/18,0,1994-12-18
1461,1994/12/19,1,1994-12-19
1462,1994/12/20,1,1994-12-20
1463,1994/12/21,1,1994-12-21
1464,1994/12/22,1,1994-12-22
1465,1994/12/23,1,1994-12-23
1466,1994/12/24,0,1994-12-24
1467,1994/12/25,0,1994-12-25
1468,1994/12/26,1,1994-12-26
1469,1994/12/27,1,1994-12-27
1470,1994/12/28,1,1994-12-28
1471,1994/12/29,1,1994-12-29
1472,1994/12/30,1,1994-12-30
1473,1994/12/31,0,1994-12-31
1474,1995/1/1,0,1995-01-01
1475,1995/1/2,0,1995-01-02
1476,1995/1/3,1,1995-01-03
1477,1995/1/4,1,1995-01-04
1478,1995/1/5,1,1995-01-05
1479,1995/1/6,1,1995-01-06
1480,1995/1/7,0,1995-01-07
1481,1995/1/8,0,1995-01-08
1482,1995/1/9,1,1995-01-09
1483,1995/1/10,1,1995-01-10
1484,1995/1/11,1,1995-01-11
1485,1995/1/12,1,1995-01-12
1486,1995/1/13,1,1995-01-13
1487,1995/1/14,0,1995-01-14
1488,1995/1/15,0,1995-01-15
1489,1995/1/16,1,1995-01-16
1490,1995/1/17,1,1995-01-17
1491,1995/1/18,1,1995-01-18
1492,1995/1/19,1,1995-01-19
1493,1995/1/20,1,1995-01-20
1494,1995/1/21,0,1995-01-21
1495,1995/1/22,0,1995-01-22
1496,1995/1/23,1,1995-01-23
1497,1995/1/24,1,1995-01-24
1498,1995/1/25,1,1995-01-25
1499,1995/1/26,1,1995-01-26
1500,1995/1/27,1,1995-01-27
1501,1995/1/28,0,1995-01-28
1502,1995/1/29,0,1995-01-29
1503,1995/1/30,0,1995-01-30
1504,1995/1/31,0,1995-01-31
1505,1995/2/1,0,1995-02-01
1506,1995/2/2,0,1995-02-02
1507,1995/2/3,0,1995-02-03
1508,1995/2/4,0,1995-02-04
1509,1995/2/5,0,1995-02-05
1510,1995/2/6,1,1995-02-06
1511,1995/2/7,1,1995-02-07
1512,1995/2/8,1,1995-02-08
1513,1995/2/9,1,1995-02-09
1514,1995/2/10,1,1995-02-10
1515,1995/2/11,0,1995-02-11
1516,1995/2/12,0,1995-02-12
1517,1995/2/13,1,1995-02-13
1518,1995/2/14,1,1995-02-14
1519,1995/2/15,1,1995-02-15
1520,1995/2/16,1,1995-02-16
1521,1995/2/17,1,1995-02-17
